repo,id,title,state,user,user_type,created_at,merged_at
puppetlabs/puppetlabs-kubernetes,279,MODULES-8947 pdk update on K8 module,merged,sheenaajay,member,2019-05-03 10:09:25 UTC,2019-05-08 10:25:52 UTC
puppetlabs/puppetlabs-kubernetes,278,Avoid log message about waiting for SA when it already exists,merged,jorhett,contributor,2019-05-03 04:06:23 UTC,2019-05-07 11:18:34 UTC
puppetlabs/puppetlabs-kubernetes,274,MODULES-8947 fixing bugs and tests,merged,sheenaajay,member,2019-04-25 10:41:30 UTC,2019-04-26 09:07:07 UTC
puppetlabs/puppetlabs-kubernetes,273,"Tasks 1.14 - add new tasks for version v1beta1, update changelog and metadata",merged,lionce,member,2019-04-17 07:44:52 UTC,2019-04-17 08:55:35 UTC
puppetlabs/puppetlabs-kubernetes,272,Add kubeadm v1beta1,merged,carabasdaniel,member,2019-04-16 06:51:44 UTC,2019-04-16 08:19:24 UTC
puppetlabs/puppetlabs-kubernetes,271,Etcd hostname variable,merged,sw0x2A,contributor,2019-04-09 13:50:13 UTC,2019-04-16 10:38:10 UTC
puppetlabs/puppetlabs-kubernetes,268,add in logo for certified k8s installer,merged,davejrt,member,2019-04-09 06:09:52 UTC,2019-04-09 07:18:29 UTC
puppetlabs/puppetlabs-kubernetes,266,introduce kubernetes_dashboard_url param,merged,SimonHoenscheid,contributor,2019-04-06 11:24:54 UTC,2019-04-15 10:53:23 UTC
puppetlabs/puppetlabs-kubernetes,265,add support for cilium network provider,open,SimonHoenscheid,contributor,2019-04-01 12:21:56 UTC,
puppetlabs/puppetlabs-kubernetes,264,removes redundant variables in the case of not using the cloud provider,merged,davejrt,member,2019-03-26 16:31:20 UTC,2019-04-01 17:26:13 UTC
puppetlabs/puppetlabs-kubernetes,263,Add in Puppet Bolt tasks,merged,carabasdaniel,member,2019-03-21 15:21:46 UTC,2019-03-21 16:15:45 UTC
puppetlabs/puppetlabs-kubernetes,262,release 3.3.0,merged,davejrt,member,2019-03-14 12:03:40 UTC,2019-03-14 12:16:30 UTC
puppetlabs/puppetlabs-kubernetes,261,Make kubectl environment available in main class,merged,jorhett,contributor,2019-03-08 22:09:50 UTC,2019-03-11 16:48:59 UTC
puppetlabs/puppetlabs-kubernetes,259,Store cgroup driver in kubeadm configuration file for kubernetes 1.12+,merged,jorhett,contributor,2019-03-06 00:33:47 UTC,2019-03-11 11:31:17 UTC
puppetlabs/puppetlabs-kubernetes,257,Pass environment to kubectl when waiting for service account,closed,ralimi,contributor,2019-03-05 06:21:19 UTC,
puppetlabs/puppetlabs-iis,220,(MODULES-9087) Increase pipe timeout to 180s,open,michaeltlombardi,member,2019-05-22 17:33:34 UTC,
puppetlabs/puppetlabs-iis,219,WIP(MODULES-8955) add type and provider for webhandler,open,ThoughtCrhyme,member,2019-04-17 17:36:02 UTC,
puppetlabs/puppetlabs-iis,218,WIP(MODULES-8954) add type and provider for webconfigurationproperty,open,ThoughtCrhyme,member,2019-04-17 17:35:45 UTC,
puppetlabs/puppetlabs-iis,217,WIP(MODULES-8953) add type and provider for mimetype,open,ThoughtCrhyme,member,2019-04-17 17:35:20 UTC,
puppetlabs/puppetlabs-iis,216,WIP(MODULES-8952) add isapfilter type and provider,open,ThoughtCrhyme,member,2019-04-17 17:34:58 UTC,
puppetlabs/puppetlabs-iis,215,WIP(MODULES-8951) Add type and provider for iis_httperror,open,ThoughtCrhyme,member,2019-04-17 17:34:35 UTC,
puppetlabs/puppetlabs-iis,214,Mergeback PR for 4.5.1,merged,ThoughtCrhyme,member,2019-04-01 16:42:37 UTC,2019-04-03 14:27:09 UTC
puppetlabs/puppetlabs-iis,213,(MAINT) Remove redundant changelog entry,merged,michaeltlombardi,member,2019-03-27 18:35:24 UTC,2019-03-27 18:37:13 UTC
puppetlabs/puppetlabs-iis,212,Remove redundant entry,closed,michaeltlombardi,member,2019-03-27 18:31:44 UTC,
puppetlabs/puppetlabs-iis,211,Release Prep 4.5.1,merged,RandomNoun7,member,2019-03-27 17:47:46 UTC,2019-03-27 18:22:32 UTC
puppetlabs/puppetlabs-iis,210,Update Changelog for release,merged,RandomNoun7,member,2019-03-27 17:35:03 UTC,2019-03-27 17:44:30 UTC
puppetlabs/puppetlabs-iis,209,(MODULES-6080) Ensure virtualdir removal idempotent,merged,michaeltlombardi,member,2019-03-22 18:47:52 UTC,2019-03-26 17:34:40 UTC
puppetlabs/puppetlabs-iis,208,(MODULES-6061) Fix virtual directory update,merged,RandomNoun7,member,2019-03-21 20:50:07 UTC,2019-03-21 21:26:42 UTC
puppetlabs/puppetlabs-iis,207,(WIN-280) add skip() unless pattern to tests,merged,ThoughtCrhyme,member,2019-03-15 21:36:19 UTC,2019-03-18 16:41:23 UTC
puppetlabs/puppetlabs-sqlserver,313,(MODULES-8600) add DQC to sqlserver_features,merged,tphoney,member,2019-05-21 17:47:37 UTC,2019-05-22 16:36:07 UTC
puppetlabs/puppetlabs-sqlserver,312,(MODULES-7553) Add Example Clarification,merged,RandomNoun7,member,2019-05-17 16:50:47 UTC,2019-05-17 17:30:12 UTC
puppetlabs/puppetlabs-sqlserver,311,(MODULES-6582) Add ability to test against sql server 2017,merged,ThoughtCrhyme,member,2019-04-10 22:42:38 UTC,2019-04-12 16:18:42 UTC
puppetlabs/puppetlabs-sqlserver,310,(MAINT) add support for 2019 to test helpers,merged,ThoughtCrhyme,member,2019-03-29 17:15:58 UTC,2019-03-29 17:56:19 UTC
puppetlabs/puppetlabs-sqlserver,309,(MAINT) Update Paths in Helpers,closed,RandomNoun7,member,2019-03-29 03:48:03 UTC,
puppetlabs/puppetlabs-sqlserver,308,(MODULES-8761) Mergeback from 2.5.0 Release,merged,michaeltlombardi,member,2019-03-26 18:29:30 UTC,2019-03-26 18:38:16 UTC
puppetlabs/puppetlabs-sqlserver,307,(MODULES-8671) Release Prep,merged,RandomNoun7,member,2019-03-25 20:55:38 UTC,2019-03-26 17:54:39 UTC
puppetlabs/puppetlabs-sqlserver,306,(MAINT) Increase timeout interval,merged,RandomNoun7,member,2019-03-22 22:01:47 UTC,2019-03-25 20:25:18 UTC
puppetlabs/puppetlabs-sqlserver,305,(MODULES-8761) Docs release review,merged,clairecadman,member,2019-03-21 10:55:37 UTC,2019-03-22 15:51:21 UTC
puppetlabs/puppetlabs-sqlserver,304,(MAINT) Edit changelog prior to release prep.,merged,RandomNoun7,member,2019-03-20 17:05:21 UTC,2019-03-20 17:09:52 UTC
puppetlabs/puppetlabs-sqlserver,303,(MODULES-8749) Make job_name param required.,merged,RandomNoun7,member,2019-03-18 19:32:10 UTC,2019-03-19 14:22:14 UTC
puppetlabs/puppetlabs-sqlserver,302,(MAINT) Refactor tasks to use shared code file,merged,RandomNoun7,member,2019-03-15 21:23:02 UTC,2019-03-18 19:17:20 UTC
puppetlabs/puppetlabs-sqlserver,301,(MODULES-8610) Add start agent job task,merged,RandomNoun7,member,2019-03-14 19:06:41 UTC,2019-03-15 18:23:51 UTC
puppetlabs/puppetlabs-sqlserver,300,(MAINT) Fix ommitted type declaration in task json,merged,RandomNoun7,member,2019-03-13 14:55:30 UTC,2019-03-13 15:41:35 UTC
puppetlabs/puppetlabs-sqlserver,299,Mergeback 2.4.0 Release,merged,michaeltlombardi,member,2019-03-12 12:05:29 UTC,2019-03-13 14:50:09 UTC
puppetlabs/puppetlabs-sqlserver,298,Release Prep 2.4.0,merged,RandomNoun7,member,2019-03-11 14:52:11 UTC,2019-03-12 01:09:55 UTC
puppetlabs/puppetlabs-sqlserver,297,(MODULES-8721) README edit,merged,clairecadman,member,2019-03-07 18:13:05 UTC,2019-03-11 14:30:13 UTC
puppetlabs/puppetlabs-sqlserver,296,(MODULES-8677) Made resource title unique among many instances,merged,dylanratcliffe,member,2019-02-26 16:55:12 UTC,2019-02-28 20:57:19 UTC
puppetlabs/puppetlabs-sqlserver,295,(MODULES-8685) Changed END to be in the same conditional as BEGIN,merged,dylanratcliffe,member,2019-02-26 16:54:14 UTC,2019-03-01 21:40:34 UTC
puppetlabs/puppetlabs-registry,176,(WIN-280) add skip() unless pattern to unit tests,merged,ThoughtCrhyme,member,2019-03-19 20:45:19 UTC,2019-03-19 22:25:12 UTC
puppetlabs/puppetlabs-helm,77,MODULES-8946 pdk update on helm module,merged,sheenaajay,member,2019-05-08 09:47:07 UTC,2019-05-13 11:07:19 UTC
puppetlabs/puppetlabs-helm,76,MODULES-8946 fix helm testcases,merged,sheenaajay,member,2019-04-25 13:50:04 UTC,2019-04-26 09:07:35 UTC
puppetlabs/puppetlabs-helm,75,WIP (MODULES-8911) pdk update on helm module,closed,sheenaajay,member,2019-04-10 13:14:18 UTC,
puppetlabs/puppetlabs-helm,74,Fix chart update,merged,hdeadman,contributor,2019-03-23 00:39:50 UTC,2019-04-22 08:44:37 UTC
puppetlabs/puppetlabs-helm,72,fixing incorrect boundaries  with dependencies,merged,davejrt,member,2019-02-28 22:24:48 UTC,2019-03-01 10:40:14 UTC
puppetlabs/puppetlabs-helm,71,release 2.0.1,merged,davejrt,member,2019-02-26 08:54:06 UTC,2019-02-26 08:58:31 UTC
puppetlabs/puppetlabs-helm,70,updating GO version for tests,merged,davejrt,member,2019-02-26 07:22:57 UTC,2019-02-26 08:29:11 UTC
puppetlabs/puppetlabs-helm,69,updating dependencies,merged,davejrt,member,2019-02-26 07:02:25 UTC,2019-02-26 08:17:06 UTC
puppetlabs/puppetlabs-rook,45,MODULES-8948 pdk update on rook,merged,sheenaajay,member,2019-05-08 12:40:10 UTC,2019-05-08 13:36:53 UTC
puppetlabs/puppetlabs-rook,44,MODULES-8948 rook testcase fix,merged,sheenaajay,member,2019-04-25 14:17:43 UTC,2019-04-26 09:06:59 UTC
puppetlabs/puppetlabs-rook,43,Release 0.2.0 prep,merged,davejrt,member,2019-02-26 08:51:22 UTC,2019-02-26 08:58:05 UTC
puppetlabs/puppetlabs-rook,42,updating module dependencies,merged,davejrt,member,2019-02-26 07:12:17 UTC,2019-02-26 08:30:28 UTC
puppetlabs/puppetlabs-rook,41,updating GO for acceptance tests,merged,davejrt,member,2019-02-25 19:48:15 UTC,2019-02-26 08:30:06 UTC
puppetlabs/puppetlabs-rook,40,updating GO for acceptance tests,closed,davejrt,member,2019-02-25 19:42:26 UTC,
puppetlabs/puppetlabs-rook,39,adding in default storage class,merged,davejrt,member,2019-02-25 11:10:24 UTC,2019-02-25 19:12:42 UTC
puppetlabs/puppetlabs-stdlib,1023,Limit the maximum array size produced by range().,open,mbaynton,first_time_contributor,2019-05-22 22:00:09 UTC,
puppetlabs/puppetlabs-stdlib,1022,(FM-8048) Add RedHat 8 support,merged,eimlav,member,2019-05-22 10:43:23 UTC,2019-05-22 12:20:11 UTC
puppetlabs/puppetlabs-stdlib,1021,(MODULES-8996) - Release Merge back 6.0.0,merged,sheenaajay,member,2019-05-22 08:24:35 UTC,2019-05-22 09:07:42 UTC
puppetlabs/puppetlabs-stdlib,1020,FM-7950 stringify stdlib,open,lionce,member,2019-05-20 12:51:52 UTC,
puppetlabs/puppetlabs-stdlib,1019,(maint) Change UTF8 to UTF-8,open,ehom,member,2019-05-17 20:28:39 UTC,
puppetlabs/puppetlabs-stdlib,1018,(WIP) - FM-7950 stringify stdlib,closed,lionce,member,2019-05-14 13:30:52 UTC,
puppetlabs/puppetlabs-stdlib,1017,(MODULES-9049) Add type alias for 'yes' and 'no'.,open,ghoneycutt,contributor,2019-05-08 17:59:12 UTC,
puppetlabs/puppetlabs-stdlib,1016,(MODULES-8992) Docs review,merged,clairecadman,member,2019-05-03 08:58:51 UTC,2019-05-03 10:32:37 UTC
puppetlabs/puppetlabs-stdlib,1015,(MODULES-8992)- Supported Release (puppetlabs-stdlib),merged,lionce,member,2019-05-02 12:53:50 UTC,2019-05-02 13:05:40 UTC
puppetlabs/puppetlabs-stdlib,1014,(MODULES-8949) add stdlib::has_value() function,closed,chadh,contributor,2019-04-16 14:14:04 UTC,
puppetlabs/puppetlabs-stdlib,1013,(WIP) (FM-7950) - Implement Puppet Strings,open,david22swan,member,2019-04-15 14:23:29 UTC,
puppetlabs/puppetlabs-stdlib,1012,pdksync - (maint) Update pdk-template to f778803,merged,eimlav,member,2019-04-15 09:44:43 UTC,2019-04-16 09:54:21 UTC
puppetlabs/puppetlabs-stdlib,1011,pdksync - (MODULES-8444) - Raise lower Puppet bound,merged,david22swan,member,2019-04-10 15:41:30 UTC,2019-04-15 08:34:56 UTC
puppetlabs/puppetlabs-stdlib,1010,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:51:23 UTC,
puppetlabs/puppetlabs-stdlib,1009,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:37:56 UTC,
puppetlabs/puppetlabs-stdlib,1008,(MODULES-8760) Add iterative feature to merge() function,merged,hlindberg,member,2019-03-20 12:03:06 UTC,2019-03-26 10:53:00 UTC
puppetlabs/puppetlabs-stdlib,1007,pdksync - pdksync_tags/1.9.1-0-g6945d31,closed,Lavinia-Dan,member,2019-03-13 12:45:48 UTC,
puppetlabs/puppetlabs-stdlib,1006,Add more ensure types,open,runejuhl,contributor,2019-03-12 20:29:49 UTC,
